cdatetime,address,district,beat,grid,crimedescr
1/30/06 16:18,4850 FREEPORT BLVD,4,4A        ,965,666 PC PETTY THEFT W/PRI CONV
1/30/06 16:21,8174 ELDER CREEK RD,6,6C        ,1446,10851 VC AUTO THEFT LOCATE
1/30/06 16:25,XANDRIA DR / LONGSHORE DR,2,2A        ,235,11359 HS POSS FOR SALE MARIJ
1/30/06 16:30,2172 KIRK WAY,5,5A        ,1393,CASUALTY REPORT
1/30/06 16:30,2072 FLORIN RD,5,5A        ,1361,MISCELLANEOUS I RPT (ZMISC)
1/30/06 16:30,871 48TH ST,3,3C        ,834,MISSING PERSON
1/30/06 16:30,1915 10TH ST,3,3A        ,774,NEIGHBORHOOD DISTURBANCE-I RPT
1/30/06 16:35,1219 C ST,3,3A        ,715,273.6(A) PC VIO DV COURT ORDER
1/30/06 16:43,RALEY BLVD / BELL AVE,2,2A        ,226,529 PC FALSE PERSONATION
1/30/06 16:58,MARCONI CIR / NAOMI WAY,2,2C        ,557,1203.2 PC VIOLATION OF PROBATI
1/30/06 17:00,7607 SPLENDID WAY,5,5C        ,1654,THREATS - I RPT
1/30/06 17:00,7737 COLLEGE TOWN DR,3,3C        ,888,SUSP PERS-NO CRIME - I RPT
1/30/06 17:09,HOWE AVE / LA RIVIERA DR,3,3C        ,898,CASUALTY REPORT
1/30/06 17:30,6145 STOCKTON BLVD,6,6B        ,1421,459 PC  BURGLARY BUSINESS
1/30/06 17:30,NORWOOD AVE / I 80 EB,2,2A        ,511,NON INJ HR/MAIL OUT REPORT
1/30/06 17:35,FRANKLIN BLVD / BROOKFIELD DR,5,5B        ,1603,12316(B)(1)FELON POSSESS AMMO
1/30/06 17:35,7306 WINNETT WAY,5,5B        ,1369,TOWED/STORED VEHICLE
1/30/06 17:47,4950 WHITTIER DR,6,6C        ,1142,THREATS - I RPT
1/30/06 18:00,7873 SUMMERVIEW WAY,5,5B        ,1621,10851(A)VC TAKE VEH W/O OWNER
1/30/06 18:00,GROVE AVE / NORWOOD BYP,2,2B        ,551,245(A)(1)AWDW/NO FIREARM/CIVIL
1/30/06 18:00,7889 WHISPER WOOD WAY,5,5B        ,1621,JUVENILE DISURBANCE - I RPT
1/30/06 18:00,6378 PARK VILLAGE ST,4,4C        ,1331,459 PC  BURGLARY VEHICLE
1/30/06 18:00,19 TIMBERWOOD CT,1,1B        ,434,594(B)(2)(A) VANDALISM/ -$400
1/30/06 18:00,2318 OAKMONT ST,2,2C        ,603,459 PC  BURGLARY VEHICLE
1/30/06 18:00,2820 10TH ST,4,4A        ,923,459 PC  BURGLARY VEHICLE
1/30/06 18:15,CENTER PKWY / MACK RD,5,5B        ,1606,CHILD WELFARE - I RPT
1/30/06 18:27,400 BANNON ST,3,3A        ,704,BATTERY - I RPT
1/30/06 18:30,2423 T ST,3,3B        ,778,10851(A)VC TAKE VEH W/O OWNER
1/30/06 18:30,3173 MARYSVILLE BLVD,2,2B        ,545,459 PC  BURGLARY VEHICLE
1/30/06 18:48,1601 ARDEN WAY,2,2C        ,618,484 PC PETTY THEFT
1/30/06 18:53,1816 MAIN AVE,2,2A        ,226,10851 VC AUTO THEFT LOCATE
1/30/06 19:00,164 GUNNISON AVE,2,2A        ,222,10851(A)VC TAKE VEH W/O OWNER
1/30/06 19:00,8105 ARROYO VISTA DR,5,5C        ,1637,FRAUD OR BUNCO - I RPT
1/30/06 19:08,4100 ASTORIA ST,2,2A        ,237,CHILD WELFARE - I RPT
1/30/06 19:10,3315 NORTHGATE BLVD,1,1C        ,408,484 PC   PETTY THEFT/INSIDE
1/30/06 19:30,5912 SAWYER CIR,5,5C        ,1651,653M(A) PC OBSCENE/THREAT CALL
1/30/06 19:30,6100 STOCKTON BLVD,6,6B        ,1421,459 PC  BURGLARY VEHICLE
1/30/06 19:42,FOLSOM BLVD / 46TH ST,3,3C        ,844,594(B)(2)(A)VANDALISM GRAF-400
1/30/06 19:45,STOCKTON BLVD / ELSIE AVE,5,5C        ,1607,653.22(A) LOITER PROSTITUTION
1/30/06 19:45,7780 STOCKTON BLVD,5,5C        ,1607,3056 PC PAROLE VIOLATION
1/30/06 20:00,4535 ARMADALE WAY,5,5B        ,1616,10851(A)VC TAKE VEH W/O OWNER
1/30/06 20:00,1421 MAIN AVE,2,2A        ,215,10851(A)VC TAKE VEH W/O OWNER
1/30/06 20:00,200 P ST,3,3A        ,762,459 PC  BURGLARY VEHICLE
1/30/06 20:02,2711 50TH AVE,4,4B        ,1336,11350(A)HS POSS CNTRL SUBST
1/30/06 20:08,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON
1/30/06 20:16,6645 VALLEY HI DR,5,5C        ,1623,243(E)1 BATTERY NONCOHAB SPOUS
1/30/06 20:20,CENTER PKWY / MACK RD,5,5B        ,1606,23152(A) VC DUI-ALCOHOL/DRUGS
1/30/06 20:30,2711 50TH AVE,4,4B        ,1336,TOWED/STORED VEHICLE
1/30/06 20:52,ORCHARD LN / W RIVER DR,1,1B        ,478,TRAFFIC - I RPT
1/30/06 21:00,550 LA PURISSIMA WAY,3,3C        ,824,10851(A)VC TAKE VEH W/O OWNER
1/30/06 21:00,6565 CUNNINGHAM WAY,6,6C        ,1443,10851(A)VC TAKE VEH W/O OWNER
1/30/06 21:00,38TH ST / 22ND AVE,6,6A        ,1071,10851(A)VC TAKE VEH W/O OWNER
1/30/06 21:00,8000 FOLSOM BLVD,3,3C        ,1101,484 PETTY THEFT/LICENSE PLATE
1/30/06 21:00,2517 T ST,3,3B        ,778,459 PC  BURGLARY RESIDENCE
1/30/06 21:00,2517 T ST,3,3B        ,778,10851(A)VC TAKE VEH W/O OWNER
1/30/06 21:00,610 14TH ST,3,3A        ,725,459 PC  BURGLARY VEHICLE
1/30/06 21:05,2300 R ST,3,3B        ,777,211 PC  ROBBERY UNSPECIFIED
1/30/06 21:14,5209 62ND ST,6,6B        ,1088,212.5(A)ROBBERY-INHAB DWELLING
1/30/06 21:14,5425 FRUITRIDGE RD,6,6B        ,1086,MISCELLANEOUS I RPT (ZMISC)
1/30/06 21:36,2717 D ST,3,3B        ,718,459 PC  BURGLARY RESIDENCE
1/30/06 21:51,3439 1ST AVE,6,6A        ,1013,484 PC PETTY THEFT
1/30/06 22:00,2631 CADJEW AVE,5,5A        ,1504,594(B)(1)PC  VANDALISM +$400
1/30/06 22:00,119 CEDAR ROCK CIR,5,5B        ,1614,10851(A)VC TAKE VEH W/O OWNER
1/30/06 22:00,119 CEDAR ROCK CIR,5,5B        ,1614,10851(A)VC TAKE VEH W/O OWNER
1/30/06 22:00,J ST / 30TH ST,3,3C        ,831,LOST PROPERTY - I RPT
1/30/06 22:00,2601 52ND AVE,4,4B        ,1346,10851(A)VC TAKE VEH W/O OWNER
1/30/06 22:00,NORTHGATE BLVD / HWY 160 EB,1,1C        ,456,NON INJ HR/MAIL OUT REPORT
1/30/06 22:00,3012 ALBATROSS WAY,2,2C        ,567,484 PC PETTY THEFT
1/30/06 22:01,637 WILSON AVE,1,1C        ,438,5150 WI DANGER SELF/OTHERS
1/30/06 22:15,422 DOS RIOS ST,3,3A        ,709,459 PC  BURGLARY RESIDENCE
1/30/06 22:25,STOCKTON BLVD / STOCKTON BLVD SHERMAN WA,6,6B        ,1005,647(B) PC   PROSTITUTION
1/30/06 22:35,FRANKLIN BLVD / 7TH AVE,4,4A        ,937,SAFEKEEPING - I RPT
1/30/06 22:40,2629 EVERGREEN ST,2,2B        ,564,MISCELLANEOUS I RPT (ZMISC)
1/30/06 22:45,BROADWAY / ALHAMBRA BLVD,6,6A        ,1001,496(A) RECEIVE STOLEN PROPERTY
1/30/06 22:47,NORWOOD AVE / SILVER EAGLE RD,2,2B        ,522,23222(B)POSSESS MARIJ IN VEH
1/30/06 23:00,1470 MATHEWS WAY,5,5A        ,1371,594(B)(1)PC  VANDALISM +$400
1/30/06 23:00,5401 20TH AVE,6,6B        ,1065,459 PC  BURGLARY VEHICLE
1/30/06 23:11,7411 38TH AVE,6,6C        ,1404,TOWED/STORED VEHICLE
1/30/06 23:15,2828 GRASSLANDS DR,1,1B        ,421,12025(A)2)CNCLD GUN ON PER/FEL
1/30/06 23:21,100 BICENTENNIAL CIR,3,3C        ,1102,594(B)(2)(A) VANDALISM/ -$400
1/30/06 23:31,RALEY BLVD / BELL AVE,2,2A        ,226,245(A)(1)AWDW/NO FIREARM/CIVIL
1/30/06 23:52,STOCKTON BLVD / MCMAHON DR,6,          ,1401,11364 HS POSS DRUG PARAPH
1/30/06 23:55,7093 CROMWELL WAY,4,4B        ,1351,MISSING PERSON
1/30/06 23:58,BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEH-14602.6
1/31/06 0:00,5110 SAN FRANCISCO BLVD,6,6B        ,1064,459 PC  BURGLARY VEHICLE
1/31/06 0:00,6849 S LAND PARK DR,4,4C        ,1279,484 PC  PETTY THEFT/ OUTSIDE
1/31/06 0:00,FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,484 PC PETTY THEFT
1/31/06 0:01,3361 NORWOOD AVE,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER
1/31/06 0:01,6798 COACHLITE WAY,4,4C        ,1263,484G(B) PC ACCESS CARD FRAUD
1/31/06 0:01,8532 BENNINGTON WAY,3,3C        ,1106,484 PETTY THEFT/LICENSE PLATE
1/31/06 0:01,4810 H ST,3,3C        ,834,459 PC  BURGLARY VEHICLE
1/31/06 0:01,4032 LA TARRIGA WAY,5,5B        ,1618,487(A) GRAND THEFT-INSIDE
1/31/06 0:01,150 DANVILLE WAY,2,2B        ,531,530.5 PC USE PERSONAL ID INFO
1/31/06 0:01,7987 LA CORUNA DR,5,5B        ,1618,459 PC  BURGLARY VEHICLE
1/31/06 0:01,3916 HURON ST,2,2A        ,505,459 PC  BURGLARY RESIDENCE
1/31/06 0:17,ALTOS AVE / CARROLL AVE,2,2B        ,532,10851 VC AUTO THEFT LOCATE
1/31/06 0:26,7814 SUMMERSDALE DR,5,5B        ,1621,MISSING PERSON
1/31/06 0:30,FRANKLIN BLVD / BROOKFIELD DR,5,5B        ,1603,11377(A)HS POSS AMPHETAMINES
1/31/06 0:30,404 SANTA ANA AVE,2,2A        ,213,MISSING PERSON
1/31/06 0:30,7486 SCHREINER ST,5,5A        ,1381,VANDALISM - I RPT
1/31/06 0:47,ELDER CREEK RD / STOCKTON BLVD,6,6C        ,1421,TRAFFIC-ACCIDENT INJURY
1/31/06 0:56,STOCKTON BLVD / 14TH AVE,6,          ,1054,TOWED/STORED VEH-14602.6
1/31/06 1:21,24TH ST / FLORIN RD,4,5A        ,1356,TOWED/STORED VEH-14602.6
1/31/06 1:34,RIO LINDA BLVD / ALAMOS AVE,2,2B        ,553,TOWED/STORED VEH-14602.6
1/31/06 1:49,715 L ST,3,3M        ,742,ASSAULT WITH WEAPON - I RPT
1/31/06 2:00,5890 TANGERINE AVE,5,5C        ,1605,10851(A)VC TAKE VEH W/O OWNER
1/31/06 2:08,4TH AVE / SAN JOSE WAY,6,6A        ,1015,TOWED/STORED VEH-14602.6
1/31/06 2:11,2400 58TH ST,6,6B        ,1018,459 PC  BURGLARY RESIDENCE
1/31/06 2:22,F ST / SAN ANTONIO WAY,3,3C        ,823,496(A) RECEIVE STOLEN PROPERTY
1/31/06 2:48,49TH ST / FRUITRIDGE RD,6,          ,1084,9.04.050 A DRINKING IN PUBLIC
1/31/06 3:05,2317 ROANOKE AVE,2,2A        ,517,459 PC  BURGLARY VEHICLE
1/31/06 3:05,3RD ST / J ST,3,3M        ,732,TOWED/STORED VEHICLE
1/31/06 3:30,1288 PEBBLEWOOD DR,1,1C        ,426,594(B)(2)(A) VANDALISM/ -$400
1/31/06 4:30,1400 BREWERTON DR,1,1B        ,435,10851(A)VC TAKE VEH W/O OWNER
1/31/06 4:30,5945 MACK RD,5,5C        ,1606,MISSING PERSON
1/31/06 5:01,STOCKTON BLVD / 13TH AVE,6,6A        ,1054,11364 HS POSS DRUG PARAPH
1/31/06 6:51,113 CEDAR ROCK CIR,5,5B        ,1614,TOWED/STORED VEHICLE
1/31/06 7:00,236 RIVERBROOK WAY,4,4C        ,1252,459 PC  BURGLARY RESIDENCE
1/31/06 7:00,8170 GRANDSTAFF DR,5,5C        ,1637,MISSING PERSON
1/31/06 7:15,7914 ALBION WAY,5,5A        ,1522,459 PC  BURGLARY RESIDENCE
1/31/06 7:19,J ST / 11TH ST,3,3M        ,734,TOWED/STORED VEH-14602.6
1/31/06 7:29,15TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6
1/31/06 7:30,2824 ALBATROSS WAY,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER
1/31/06 7:30,2824 ALBATROSS WAY,2,2C        ,567,10851(A)VC TAKE VEH W/O OWNER
1/31/06 7:30,3283 8TH AVE,6,6A        ,1031,459 PC  BURGLARY RESIDENCE
1/31/06 7:35,5260 YVONNE WAY,5,5B        ,1631,TRAFFIC-ACCIDENT-NON INJURY
1/31/06 7:45,1600 VALLEJO WAY,4,4A        ,925,32210 EC WILFL DISTURB PUB SCH
1/31/06 7:50,5247 RIO LINDA BLVD,2,2A        ,203,TRAFFIC-ACCIDENT INJURY
1/31/06 7:54,2104 24TH ST,3,3B        ,787,10851 VC AUTO THEFT LOCATE
1/31/06 8:00,3550 MARYSVILLE BLVD,2,2B        ,526,FOUND PROPERTY - I RPT
1/31/06 8:00,5 RAINWOOD CT,5,5C        ,1653,THREATS - I RPT
1/31/06 8:07,FRANKLIN BLVD / IDAHO DR,5,5C        ,1642,TOWED/STORED VEH-14602.6
1/31/06 8:09,5770 FREEPORT BLVD,4,4C        ,985,SUSP PERS-NO CRIME - I RPT
1/31/06 8:10,12TH ST / J ST,3,3M        ,735,TOWED/STORED VEH-14602.6
1/31/06 8:23,KINGSTON WAY / SEAMAS AVE,4,4C        ,1206,TOWED/STORED VEHICLE
1/31/06 8:24,RIVERSIDE BLVD / FLORIN RD,4,4C        ,1251,TRAFFIC-ACCIDENT-NON INJURY
1/31/06 8:30,7470 50TH AVE,6,6C        ,1443,594(B)(2)(A)VANDALISM GRAF-400
1/31/06 8:30,6071 WINDBREAKER WAY,5,5C        ,1653,459 PC  BURGLARY RESIDENCE
1/31/06 8:30,1938 MARCONI AVE,2,2C        ,567,459 PC  BURGLARY RESIDENCE
1/31/06 8:32,6715 GLORIA DR,4,4C        ,1272,GRAFFITI PROBLEMS- I RPT
1/31/06 8:42,J ST / 38TH ST,3,3C        ,832,TRAFFIC-ACCIDENT-NON INJURY
1/31/06 8:44,4315 MARTIN LUTHER KING JR BLVD,6,6A        ,1062,NARCOTICS SUSP/EVID/ACT- I RPT
1/31/06 8:45,1211 RICHARDS BLVD,3,3A        ,709,242 PC  BATTERY CIVILIAN
1/31/06 8:49,POTOMAC AVE / NATOMA ST,1,1C        ,419,10851 VC AUTO THEFT LOCATE
1/31/06 8:50,715 L ST,3,3M        ,742,4140 BP  POSS OF HYPO NEEDLE
1/31/06 9:00,6300 EHRHARDT AVE,5,5C        ,1646,484 PC   PETTY THEFT/INSIDE
1/31/06 9:05,3105 BRIDGEFORD DR,1,1C        ,416,211 PC  ROBBERY UNSPECIFIED
1/31/06 9:08,7000 CRANLEIGH AVE,5,5C        ,1654,TOWED/STORED VEHICLE
1/31/06 9:09,6TH ST / J ST,3,3M        ,732,242 PC  BATTERY CIVILIAN
1/31/06 9:10,3500 FLORIN RD,5,5B        ,1367,243.2(A)(1) BATT/SCHOOL INJURY
1/31/06 9:15,1600 VALLEJO WAY,4,4A        ,925,626.2 PC UNAUTH ENTRY CAMPUS
1/31/06 9:24,BANNON ST / BERCUT DR,3,3A        ,704,136.1(C)(1) PC DISSUADE V/W
1/31/06 9:30,2700 GATEWAY OAKS DR,1,1B        ,421,459 PC  BURGLARY VEHICLE
1/31/06 9:33,37TH ST / 9TH AVE,6,6A        ,1031,TOWED/STORED VEHICLE
1/31/06 9:40,4800 WESTLAKE PKWY,1,1A        ,130,TOWED/STORED VEHICLE
1/31/06 9:54,3094 GREAT FALLS WAY,3,3C        ,1115,10851 VC AUTO THEFT LOCATE
1/31/06 10:02,5770 FREEPORT BLVD,4,4C        ,985,WARRANT SERVED - I RPT
1/31/06 10:26,7TH ST / MERCHANT ST,3,3M        ,742,TOWED/STORED VEH-14602.6
1/31/06 10:27,H ST / 8TH ST,3,3A        ,732,TOWED/STORED VEH-14602.6
1/31/06 10:30,7459 SALTON SEA WAY,4,4C        ,1284,459 PC  BURGLARY RESIDENCE
1/31/06 10:30,5321 STOCKTON BLVD,6,6B        ,1086,3056 PAROLE VIO - I RPT
1/31/06 10:30,3661 TRUXEL RD,1,1A        ,337,FRAUD OR BUNCO - I RPT
1/31/06 10:35,MARTIN LUTHER KING JR BLVD / 14TH AVE,6,6A        ,1042,23152(A) VC DUI-ALCOHOL/DRUGS
1/31/06 10:36,L ST / 8TH ST,3,3M        ,742,TOWED/STORED VEH-14602.6
1/31/06 11:00,2512 V ST,3,3B        ,788,10851(A)VC TAKE VEH W/O OWNER
1/31/06 11:00,801 L ST,3,3M        ,742,476 PC PASS FICTICIOUS CHECK
1/31/06 11:00,5201 STRAWBERRY LN,6,6A        ,1081,594(B)(2)(A) VANDALISM/ -$400
1/31/06 11:00,40TH ST / BROADWAY,6,6A        ,1014,NARCOTICS SUSP/EVID/ACT- I RPT
1/31/06 11:02,7500 HOSPITAL DR,5,5C        ,1639,WANTED SUBJ-O/S WANT/ I RPT
1/31/06 11:03,7TH ST / L ST,3,3M        ,742,TOWED/STORED VEH-14602.6
1/31/06 11:12,2701 PROVO WAY,5,5A        ,1386,10851 VC AUTO THEFT LOCATE
1/31/06 11:22,2500 NEW MARKET DR,1,1A        ,144,GANG ACTIVITY - I RPT
1/31/06 11:22,8174 ELDER CREEK RD,6,6C        ,1446,10851 VC AUTO THEFT LOCATE
1/31/06 11:25,7TH ST / L ST,3,3M        ,742,1203.2 PC VIOLATION OF PROBATI
1/31/06 11:30,5 SOUTHLITE CIR,4,4C        ,1274,FAMILY DISTURBANCE - I RPT
1/31/06 11:35,NORTHGATE BLVD / ROSIN CT,1,1C        ,409,PERSON INFORMATION - I RPT
1/31/06 11:37,1200 EL CAMINO AVE,2,2C        ,604,ACCIDENTAL FIRES/ARSON -I RPT
1/31/06 11:51,CALVINE RD / PINE RIVER WAY,5,5C        ,1651,TOWED/STORED VEH-14602.6
1/31/06 11:55,24TH AVE / MARTIN LUTHER KING JR BLVD,6,6A        ,1081,10851 VC AUTO THEFT LOCATE
1/31/06 12:00,5520 MUSKINGHAM WAY,5,5C        ,1661,10851(A)VC TAKE VEH W/O OWNER
1/31/06 12:00,608 10TH ST,3,3A        ,724,THREATS - I RPT
1/31/06 12:00,2250 68TH AVE,5,5A        ,1384,SUSP PERS-NO CRIME - I RPT
1/31/06 12:00,2500 FRANKLIN BLVD,4,4A        ,908,487(A) PC GRAND THEFT
1/31/06 12:00,4070 E PACIFIC AVE,4,4B        ,958,530 PC FALSE PERS. REC PROP
1/31/06 12:00,1507 MAIN AVE,2,2A        ,215,10851(A)VC TAKE VEH W/O OWNER
1/31/06 12:00,1811 U ST,3,3A        ,786,487(A) GRAND THEFT-INSIDE
1/31/06 12:00,630 K ST,3,3M        ,742,484 PC   PETTY THEFT/INSIDE
1/31/06 12:01,LOMA VERDE WAY / 65TH AVE,5,5A        ,1363,TRAFFIC-ACCIDENT INJURY
1/31/06 12:01,4601 BLACKROCK DR,1,1A        ,136,HARASSMENT - I RPT
1/31/06 12:03,1526 26TH ST,3,3B        ,768,10851 VC AUTO THEFT LOCATE
1/31/06 12:07,1550 ARCADE BLVD,2,2B        ,546,THREATS - I RPT
1/31/06 12:22,6624 1/2 VALLEY HI DR,5,5C        ,1624,TOWED/STORED VEH-14602.6
1/31/06 12:24,17TH ST / L ST,3,3M        ,746,TRAFFIC-ACCIDENT INJURY
1/31/06 12:32,2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT
1/31/06 12:45,6411 ROMACK CIR,4,4B        ,1333,166(A)(4) WILFUL DISOBEY CT OR
1/31/06 12:46,2751 9TH AVE,4,4A        ,937,5150 WI DANGER SELF/OTHERS
1/31/06 12:50,6417 SUN RIVER DR,6,6C        ,1445,484 PETTY THEFT CLOUT UNLOCKED
1/31/06 12:53,3066 FREEPORT BLVD,4,4A        ,925,211 PC  ROBBERY UNSPECIFIED
1/31/06 13:00,3929 NATOMA WAY,2,2A        ,506,484 PC  PETTY THEFT/ OUTSIDE
1/31/06 13:00,6715 GLORIA DR,4,4C        ,1272,496(A) RECEIVE STOLEN PROPERTY
1/31/06 13:15,6879 14TH AVE,6,6C        ,1121,626.10(A) PC POSS WPN SCHL ZN
1/31/06 13:15,L ST / 10TH ST,3,3M        ,744,TOWED/STORED VEH-14602.6
1/31/06 13:18,7947 CENTER PKWY,5,5C        ,1623,496(A) RECEIVE STOLEN PROPERTY
1/31/06 13:20,RICHARDS BLVD / DOS RIOS ST,3,3A        ,709,TRAFFIC-ACCIDENT INJURY
1/31/06 13:30,1600 VALLEJO WAY,4,4A        ,925,243.2(A)(1) BATT/SCHOOL INJURY
1/31/06 13:44,6715 GLORIA DR,4,4C        ,1272,415(1) PC DISTURB PEACE/FIGHT
1/31/06 13:54,MACK RD / VALLEY HI DR,5,5C        ,1606,TRAFFIC-ACCIDENT INJURY
1/31/06 13:57,2628 27TH ST,4,4A        ,908,TOWED/STORED VEHICLE
1/31/06 14:00,1736 GRAND AVE,2,2A        ,516,496(A) RECEIVE STOLEN PROPERTY
1/31/06 14:00,2750 POWER INN RD,3,3C        ,1101,10851(A)VC TAKE VEH W/O OWNER
1/31/06 14:00,3555 AUBURN BLVD,2,2A        ,509,CHILD WELFARE - I RPT
1/31/06 14:00,6425 STOCKTON BLVD,6,6C        ,1441,10851(A)VC TAKE VEH W/O OWNER
1/31/06 14:01,724 LAS PALMAS AVE,2,2B        ,552,459 PC  BURGLARY RESIDENCE
1/31/06 14:05,AHERN ST / N C ST,3,3A        ,706,11350(A)HS POSS CNTRL SUBST
1/31/06 14:11,J ST / 13TH ST,3,3M        ,735,TOWED/STORED VEH-14602.6
1/31/06 14:20,2341 CAMBRIDGE ST,2,2C        ,603,TOWED/STORED VEHICLE
1/31/06 14:30,SUNNYBRAE DR / RAINDROP CT,5,5C        ,1653,TOWED/STORED VEH-14602.6
1/31/06 14:34,6901 W SERENITY DR,5,5B        ,1358,HARASSMENT - I RPT
1/31/06 14:44,12TH ST / E ST,3,3A        ,715,11352(A)HS SALE/TRANS CNTL SUB
1/31/06 14:45,14TH ST / F ST,3,3A        ,725,11364 HS POSS DRUG PARAPH
1/31/06 14:46,5601 47TH AVE,6,6B        ,1421,GANG ACTIVITY - I RPT
1/31/06 14:49,3024 44TH ST,6,6A        ,1034,BATTERY - I RPT
1/31/06 14:49,2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT
1/31/06 14:52,4701 BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEH-14602.6
1/31/06 15:00,2348 25TH AVE,4,4B        ,968,487(A) PC GRAND THEFT
1/31/06 15:00,5121 YVONNE WAY,5,5B        ,1631,422 PC THREAT/INTENT TO TERROR
1/31/06 15:00,NORTH AVE / KERN ST,2,2A        ,506,242 PC  BATTERY CIVILIAN
1/31/06 15:00,7979 CENTER PKWY,5,5C        ,1623,459 PC  BURGLARY VEHICLE
1/31/06 15:40,1695 ARDEN WAY,2,2C        ,616,484 PETTY THEFT-SHOPLIFT
1/31/06 16:00,DEL PASO BLVD / EL CAMINO AVE,2,2C        ,563,484G(B) PC ACCESS CARD FRAUD
1/31/06 16:00,3021 O ST,3,3C        ,851,459 PC  BURGLARY VEHICLE
1/31/06 16:07,1701 ARDEN WAY,2,2C        ,619,459 PC  BURGLARY BUSINESS
1/31/06 16:14,1301 EL CAMINO AVE,2,2B        ,564,10851(A)VC TAKE VEH W/O OWNER
1/31/06 16:14,CENTER PKWY / VALLEY HI DR,5,5B        ,1623,TOWED/STORED VEH-14602.6
1/31/06 16:33,1723 J ST,3,3M        ,736,TOWED/STORED VEH-14602.6
1/31/06 16:50,2315 STOCKTON BLVD,6,6B        ,1005,MISSING PERSON
1/31/06 16:55,3RD AVE / 36TH ST,6,6A        ,1013,647(B) PC   PROSTITUTION
1/31/06 17:00,6000 14TH AVE,6,6B        ,1067,4140 BP  POSS OF HYPO NEEDLE
1/31/06 17:00,3656 5TH AVE,6,6A        ,1031,487(A) PC GRAND THEFT
1/31/06 17:00,8651 W WING DR,5,5C        ,1654,459 PC  BURGLARY BUSINESS
1/31/06 17:00,1029 H ST,3,3A        ,734,459 PC  BURGLARY BUSINESS
1/31/06 17:00,MACK RD / ALTA VALLEY DR,5,5C        ,1606,20002(A) HIT/RUN
1/31/06 17:00,TRUXEL RD / W EL CAMINO AVE,1,1B        ,435,594(B)(2)(A) VANDALISM/ -$400
1/31/06 17:00,2204 MIDDLEBERRY RD,2,2C        ,606,HIT AND RUN /SUSPECTS- I RPT
1/31/06 17:06,3525 20TH AVE,6,6A        ,1061,4140 BP  POSS OF HYPO NEEDLE
1/31/06 17:06,3333 3RD AVE,6,6A        ,1011,CHILD WELFARE - I RPT
1/31/06 17:14,13TH ST / E ST,3,3A        ,715,11352(A)HS SALE/TRANS CNTL SUB
1/31/06 17:15,FAIR OAKS BLVD / HOWE AVE,3,3C        ,877,HIT AND RUN /SUSPECTS- I RPT
1/31/06 17:20,16TH ST / R ST,3,3A        ,766,TOWED/STORED VEHICLE
1/31/06 17:20,5756 BEADNELL WAY,1,1A        ,106,484 PC  PETTY THEFT/ OUTSIDE
1/31/06 17:30,2732 58TH ST,6,6B        ,1018,10851(A)VC TAKE VEH W/O OWNER
1/31/06 17:35,720 NORTHEY DR,1,1C        ,447,FOUND PROPERTY - I RPT
1/31/06 17:38,3301 FONG RANCH RD,1,1B        ,404,243.2(A)(1) BATT/SCHOOL INJURY
1/31/06 17:41,EL CAMINO AVE / BOXWOOD ST,2,2C        ,564,11364 HS POSS DRUG PARAPH
1/31/06 17:50,38TH ST / BROADWAY,6,6A        ,1014,647(B) PC   PROSTITUTION
1/31/06 17:52,13TH ST / BROADWAY,4,4A        ,905,TRAFFIC-ACCIDENT-NON INJURY
1/31/06 18:00,2140 ARLISS WAY,4,4B        ,1333,THREATS - I RPT
1/31/06 18:00,312 KELLEY CT,2,2A        ,236,459 PC  BURGLARY RESIDENCE
1/31/06 18:00,POTOMAC AVE / NATOMA ST,1,1C        ,419,FOUND PROPERTY - I RPT
1/31/06 18:00,2731 17TH ST,4,4A        ,916,POSSIBLE FINANCIAL CRIME-I RPT
1/31/06 18:09,CENTER PKWY / BRUCEVILLE RD,5,          ,1654,20001(A) VC HIT/RUN INJ/DEATH
1/31/06 18:10,FRUITRIDGE RD / 53RD ST,6,6B        ,1084,11352(A)HS SALE/TRANS CNTL SUB
1/31/06 18:14,300 HARDING AVE,1,1C        ,449,10851 VC AUTO THEFT LOCATE
1/31/06 18:17,ALHAMBRA BLVD / SERRA WAY,3,3C        ,861,TRAFFIC-ACCIDENT INJURY
1/31/06 18:30,49 BICENTENNIAL CIR,3,3C        ,1102,484 PETTY THEFT/LICENSE PLATE
1/31/06 18:31,29TH ST / J ST,3,3B        ,738,TRAFFIC-ACCIDENT INJURY
1/31/06 18:33,1100 O ST,3,3A        ,764,11377(A)HS POSS AMPHETAMINES
1/31/06 18:45,FRUITRIDGE RD / 53RD ST,6,6B        ,1084,11352(A)HS SALE/TRANS CNTL SUB
1/31/06 19:00,1301 W EL CAMINO AVE,1,1B        ,435,459 PC  BURGLARY BUSINESS
1/31/06 19:00,1017 LOCHBRAE RD,2,2C        ,612,PERSON INFORMATION - I RPT
